Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-05-03 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,9936,0.0,0.0
1973-05-04 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,22080,0.0,0.0
1973-05-07 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,3312,0.0,0.0
1973-05-08 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,7176,0.0,0.0
1973-05-09 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,1104,0.0,0.0
1973-05-10 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,7176,0.0,0.0
1973-05-11 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,0,0.0,0.0
1973-05-14 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,17112,0.0,0.0
1973-05-15 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.08418305417458893,0.0901961475610733,9936,0.0,0.0
1973-05-16 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,72312,0.0,0.0
1973-05-17 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,36984,0.0,0.0
1973-05-18 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,83352,0.0,0.0
1973-05-21 00:00:00-04:00,0.09019613436641763,0.09019613436641763,0.07816994935274124,0.07816994935274124,69552,0.0,0.0
1973-05-22 00:00:00-04:00,0.08418304473161697,0.09019613744360132,0.08418304473161697,0.08418304473161697,59616,0.0,0.0
1973-05-23 00:00:00-04:00,0.08418304473161697,0.09019613744360132,0.08418304473161697,0.08418304473161697,96048,0.0,0.0
1973-05-24 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,24840,0.0,0.0
1973-05-25 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,24840,0.0,0.0
1973-05-29 00:00:00-04:00,0.0901961475610733,0.0901961475610733,0.0901961475610733,0.0901961475610733,93288,0.0,0.0
1973-05-30 00:00:00-04:00,0.09019614244402178,0.09620923548936844,0.09019614244402178,0.09620923548936844,62376,0.0,0.0
1973-05-31 00:00:00-04:00,0.09620923548936844,0.09620923548936844,0.09620923548936844,0.09620923548936844,1104,0.0,0.0
1973-06-01 00:00:00-04:00,0.09620924094755769,0.09620924094755769,0.0901961475610733,0.0901961475610733,35880,0.0,0.0
1973-06-04 00:00:00-04:00,0.09019614244402178,0.09620923548936844,0.09019614244402178,0.09620923548936844,73416,0.0,0.0
1973-06-05 00:00:00-04:00,0.09620923548936844,0.09620923548936844,0.09620923548936844,0.09620923548936844,86112,0.0,0.0
1973-06-06 00:00:00-04:00,0.09620923548936844,0.10222232853471508,0.09620923548936844,0.09620923548936844,38640,0.0,0.0
1973-06-07 00:00:00-04:00,0.0962092096363905,0.10222230106592178,0.0962092096363905,0.10222230106592178,55752,0.0,0.0
1973-06-08 00:00:00-04:00,0.10222230106592178,0.10222230106592178,0.0962092096363905,0.10222230106592178,16008,0.0,0.0
1973-06-11 00:00:00-04:00,0.10222230106592178,0.10222230106592178,0.10222230106592178,0.10222230106592178,26496,0.0,0.0
1973-06-12 00:00:00-04:00,0.10222230106592178,0.10222230106592178,0.0962092096363905,0.10222230106592178,10488,0.0,0.0
1973-06-13 00:00:00-04:00,0.10222230106592178,0.10222230106592178,0.10222230106592178,0.10222230106592178,7176,0.0,0.0
1973-06-14 00:00:00-04:00,0.10222230106592178,0.10222230106592178,0.10222230106592178,0.10222230106592178,0,0.0,0.0
